2025-08-19 14:55:48	[Main thread]	INFO	readr	cli_block	 [36m──[39m [1mColumn specification[22m [36m─────────────────────────────────────────────────────────────────────────────────────────────────────────────────[39m cols(   checkLevel = [31mcol_character()[39m,   checkName = [31mcol_character()[39m,   checkDescription = [31mcol_character()[39m,   kahnContext = [31mcol_character()[39m,   kahnCategory = [31mcol_character()[39m,   kahnSubcategory = [31mcol_character()[39m,   sqlFile = [31mcol_character()[39m,   evaluationFilter = [31mcol_character()[39m,   severity = [31mcol_character()[39m ) 
2025-08-19 14:55:51	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 426 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2025-08-19 14:55:51	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_NAME] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 428 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_NAME.txt
2025-08-19 14:55:51	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_SYNTAX] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 430 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_DEFINITION_SYNTAX.txt
2025-08-19 14:55:51	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_INITIATION_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 428 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmField_COHORT_DEFINITION_COHORT_INITIATION_DATE.txt
2025-08-19 14:55:52	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 432 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmField_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2025-08-19 14:55:52	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmField] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 424 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmField_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2025-08-19 14:56:05	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isRequired
2025-08-19 14:56:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort" does not exist   Position: 467 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isRequired_COHORT_COHORT_DEFINITION_ID.txt
2025-08-19 14:56:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort" does not exist   Position: 462 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isRequired_COHORT_COHORT_END_DATE.txt
2025-08-19 14:56:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort" does not exist   Position: 464 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isRequired_COHORT_COHORT_START_DATE.txt
2025-08-19 14:56:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT] [CDM Field: SUBJECT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort" does not exist   Position: 457 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isRequired_COHORT_SUBJECT_ID.txt
2025-08-19 14:56:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 478 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isRequired_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2025-08-19 14:56:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_NAME] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 480 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isRequired_COHORT_DEFINITION_COHORT_DEFINITION_NAME.txt
2025-08-19 14:56:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 484 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isRequired_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2025-08-19 14:56:06	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isRequired] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 476 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isRequired_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2025-08-19 14:56:11	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: cdmDatatype
2025-08-19 14:56:12	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort" does not exist   Position: 397 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmDatatype_COHORT_COHORT_DEFINITION_ID.txt
2025-08-19 14:56:12	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT] [CDM Field: SUBJECT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort" does not exist   Position: 387 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmDatatype_COHORT_SUBJECT_ID.txt
2025-08-19 14:56:12	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 408 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmDatatype_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2025-08-19 14:56:12	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 414 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmDatatype_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2025-08-19 14:56:12	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: cdmDatatype] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 406 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_cdmDatatype_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2025-08-19 14:56:21	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isPrimaryKey
2025-08-19 14:56:22	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isForeignKey
2025-08-19 14:56:22	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isForeignKey] [CDM Table: COHORT_DEFINITION] [CDM Field: COHORT_DEFINITION_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 469 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isForeignKey_COHORT_DEFINITION_COHORT_DEFINITION_ID.txt
2025-08-19 14:56:22	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isForeignKey] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 475 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isForeignKey_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2025-08-19 14:56:22	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isForeignKey] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 467 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isForeignKey_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2025-08-19 14:56:30	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: fkDomain
2025-08-19 14:56:35	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: fkClass
2025-08-19 14:56:35	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: isStandardValidConcept
2025-08-19 14:56:36	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isStandardValidConcept] [CDM Table: COHORT_DEFINITION] [CDM Field: DEFINITION_TYPE_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 417 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isStandardValidConcept_COHORT_DEFINITION_DEFINITION_TYPE_CONCEPT_ID.txt
2025-08-19 14:56:36	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: isStandardValidConcept] [CDM Table: COHORT_DEFINITION] [CDM Field: SUBJECT_CONCEPT_ID] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort_definition" does not exist   Position: 409 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_isStandardValidConcept_COHORT_DEFINITION_SUBJECT_CONCEPT_ID.txt
2025-08-19 14:56:42	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: measureValueCompleteness
2025-08-19 14:56:58	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: standardConceptRecordCompleteness
2025-08-19 14:57:00	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: sourceConceptRecordCompleteness
2025-08-19 14:57:00	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: sourceValueCompleteness
2025-08-19 14:57:02	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleValueLow
2025-08-19 14:57:02	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueLow] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort" does not exist   Position: 453 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_plausibleValueLow_COHORT_COHORT_END_DATE.txt
2025-08-19 14:57:02	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueLow] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort" does not exist   Position: 455 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_plausibleValueLow_COHORT_COHORT_START_DATE.txt
2025-08-19 14:57:05	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleValueHigh
2025-08-19 14:57:05	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueHigh] [CDM Table: COHORT] [CDM Field: COHORT_END_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort" does not exist   Position: 408 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_plausibleValueHigh_COHORT_COHORT_END_DATE.txt
2025-08-19 14:57:05	[Main thread]	ERROR	DataQualityDashboard	3	[Level: FIELD] [Check: plausibleValueHigh] [CDM Table: COHORT] [CDM Field: COHORT_START_DATE] Error executing SQL: org.postgresql.util.PSQLException: ERROR: relation "results_study_5_cdm_r.cohort" does not exist   Position: 410 An error report has been created at  D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/errors/FIELD_plausibleValueHigh_COHORT_COHORT_START_DATE.txt
2025-08-19 14:57:07	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleTemporalAfter
2025-08-19 14:57:09	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleDuringLife
2025-08-19 14:57:11	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: withinVisitDates
2025-08-19 14:57:11	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleAfterBirth
2025-08-19 14:57:14	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleBeforeDeath
2025-08-19 14:57:16	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleStartBeforeEnd
2025-08-19 14:57:17	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleGender
2025-08-19 14:57:29	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleGenderUseDescendants
2025-08-19 14:58:09	[Main thread]	INFO	DataQualityDashboard	FUN	Processing check description: plausibleUnitConceptIds
2025-08-19 14:58:24	[Main thread]	INFO	DataQualityDashboard	.writeResultsToJson	Writing results to file: D:/APHRC/OMOP-CDM/OMOP_ETL_Work/Staging_DB_to_OMOP/script_and_data/Output/Data Quality Dashboard/study_5_cdm_r/results_study_5_cdm_r.json
2025-08-19 14:58:24	[Main thread]	INFO	DataQualityDashboard	executeDqChecks	Execution Complete
2025-08-19 14:58:24	[Main thread]	INFO	DatabaseConnector	connectPostgreSql	Connecting using PostgreSQL driver
2025-08-19 14:58:24	[Main thread]	INFO	DataQualityDashboard	.writeResultsToTable	Writing results to table results_study_5_cdm_r.dqdashboard_results
2025-08-19 14:58:24	[Main thread]	INFO	DatabaseConnector	executeSql	Executing SQL took 0.0234 secs
2025-08-19 14:58:24	[Main thread]	WARN	DatabaseConnector	convertLogicalFields	Column 'warning' is of type 'logical', but this is not supported by many DBMSs. Converting to numeric (1 = TRUE, 0 = FALSE)
2025-08-19 14:58:24	[Main thread]	INFO	DatabaseConnector	insertTable.default	Inserting data took 0.339 secs
2025-08-19 14:58:24	[Main thread]	INFO	DataQualityDashboard	.writeResultsToTable	Finished writing table
